iter	Passed	Remaining
399	67911	67911
400	68127	67787
401	68324	67645
402	68458	67439
403	68705	67344
404	68830	67131
405	68962	66924
406	69080	66704
407	69231	66516
408	69407	66353
409	69574	66180
410	69722	65990
411	69872	65802
412	70022	65614
413	70208	65459
414	70403	65314
415	70543	65116
416	70703	64939
417	70879	64775
418	71046	64603
419	71220	64437
420	71421	64296
421	71597	64132
422	71777	63971
423	71947	63802
424	72091	63610
425	72233	63415
426	72405	63249
427	72580	63083
428	72757	62920
429	72921	62746
430	73102	62586
431	73235	62385
432	73362	62179
433	73547	62024
434	73696	61836
435	73831	61639
436	73987	61458
437	74139	61275
438	74276	61079
439	74383	60859
440	74504	60651
441	74643	60457
442	74793	60273
443	74992	60129
444	75188	59981
445	75333	59793
446	75567	59676
447	75785	59546
448	75982	59398
449	76118	59202
450	76314	59055
451	76482	58884
452	76595	58672
453	76709	58461
454	76842	58265
455	77009	58094
456	77169	57919
457	77312	57731
458	77469	57553
459	77648	57392
460	77813	57221
461	78011	57073
462	78180	56904
463	78435	56798
464	78659	56668
465	78808	56485
466	78931	56283
467	79047	56076
468	79167	55872
469	79321	55694
470	79428	55481
471	79587	55306
472	79793	55163
473	79933	54975
474	80103	54807
475	80265	54634
476	80392	54437
477	80522	54242
478	80650	54047
479	80832	53888
480	80989	53712
481	81119	53518
482	81325	53375
483	81457	53183
484	81594	52994
485	81716	52796
486	81825	52590
487	81961	52401
488	82118	52226
489	82272	52049
490	82449	51887
491	82633	51729
492	82797	51559
493	82969	51394
494	83113	51211
495	83249	51024
496	83431	50864
497	83588	50689
498	83736	50510
499	83887	50332
500	84080	50179
501	84205	49986
502	84408	49839
503	84641	49710
504	84840	49560
505	85058	49421
506	85221	49250
507	85349	49059
508	85521	48893
509	85690	48725
510	85861	48559
511	86021	48386
512	86207	48229
513	86371	48058
514	86553	47898
515	86722	47730
516	86936	47587
517	87151	47445
518	87282	47256
519	87428	47076
520	87590	46905
521	87783	46750
522	87926	46569
523	88052	46378
524	88166	46182
525	88291	45992
526	88450	45819
527	88592	45638
528	88730	45455
529	88835	45255
530	88936	45054
531	89106	44888
532	89269	44718
533	89384	44525
534	89514	44338
535	89660	44161
536	89837	43998
537	89978	43818
538	90157	43657
539	90300	43478
540	90430	43292
541	90590	43122
542	90784	42967
543	90919	42785
544	91064	42608
545	91237	42444
546	91387	42268
547	91510	42081
548	91633	41894
549	91762	41710
550	92032	41589
551	92219	41431
552	92343	41245
553	92460	41056
554	92580	40868
555	92716	40688
556	92849	40507
557	93064	40361
558	93298	40223
559	93619	40122
560	93753	39941
561	93881	39757
562	94012	39575
563	94132	39388
564	94293	39219
565	94454	39050
566	94610	38878
567	94750	38700
568	94866	38513
569	94985	38327
570	95131	38152
571	95295	37984
572	95404	37795
573	95540	37617
574	95689	37443
575	95797	37254
576	95922	37072
577	96041	36888
578	96158	36702
579	96271	36516
580	96442	36352
581	96569	36172
582	96691	35989
583	96820	35810
584	96990	35645
585	97218	35502
586	97378	35334
587	97597	35188
588	97736	35012
589	97906	34847
590	98090	34688
591	98266	34526
592	98399	34348
593	98603	34195
594	98799	34040
595	98978	33878
596	99152	33715
597	99301	33543
598	99511	33391
599	99656	33218
600	99784	33040
601	100023	32897
602	100203	32736
603	100320	32554
604	100470	32383
605	100766	32258
606	100926	32090
607	101091	31923
608	101278	31763
609	101505	31616
610	101665	31448
611	101846	31286
612	102069	31137
613	102266	30979
614	102453	30819
615	102645	30660
616	102873	30511
617	103078	30356
618	103270	30197
619	103487	30044
620	103704	29892
621	103909	29736
622	104093	29573
623	104276	29411
624	104513	29263
625	104681	29096
626	104805	28917
627	105015	28762
628	105148	28585
629	105339	28424
630	105516	28260
631	105698	28097
632	105853	27926
633	106078	27774
634	106292	27619
635	106468	27454
636	106697	27302
637	106899	27143
638	107089	26981
639	107293	26823
640	107551	26678
641	107708	26507
642	107885	26342
643	108090	26183
644	108242	26011
645	108374	25835
646	108508	25659
647	108687	25494
648	108834	25322
649	108987	25151
650	109166	24985
651	109316	24814
652	109537	24658
653	109728	24496
654	109942	24338
655	110149	24179
656	110287	24004
657	110500	23846
658	110699	23685
659	110916	23527
660	111106	23364
661	111299	23201
662	111519	23043
663	111723	22883
664	111956	22727
665	112162	22567
666	112338	22400
667	112564	22243
668	112798	22087
669	113024	21930
670	113229	21768
671	113418	21603
672	113594	21436
673	113803	21274
674	114021	21115
675	114200	20948
676	114415	20787
677	114627	20626
678	114840	20464
679	115008	20295
680	115180	20127
681	115309	19950
682	115536	19791
683	115728	19626
684	115862	19451
685	116031	19282
686	116182	19110
687	116336	18938
688	116464	18762
689	116614	18590
690	116766	18419
691	116985	18257
692	117209	18097
693	117385	17929
694	117625	17770
695	117859	17611
696	118030	17442
697	118221	17275
698	118426	17111
699	118672	16953
700	118916	16794
701	119054	16620
702	119220	16450
703	119360	16276
704	119507	16103
705	119669	15933
706	119806	15759
707	120019	15595
708	120178	15424
709	120396	15261
710	120623	15099
711	120863	14938
712	121088	14775
713	121268	14606
714	121494	14443
715	121714	14279
716	121900	14111
717	122058	13939
718	122268	13774
719	122550	13616
720	122697	13443
721	122874	13274
722	123006	13100
723	123174	12929
724	123330	12758
725	123465	12584
726	123611	12412
727	123774	12241
728	123930	12070
729	124073	11897
730	124263	11729
731	124491	11564
732	124695	11397
733	124895	11230
734	125103	11063
735	125291	10894
736	125502	10728
737	125734	10563
738	125937	10395
739	126134	10227
740	126362	10061
741	126607	9896
742	126814	9728
743	127033	9561
744	127238	9393
745	127454	9225
746	127666	9057
747	127847	8887
748	128061	8719
749	128284	8552
750	128508	8384
751	128719	8216
752	128922	8046
753	129133	7878
754	129325	7708
755	129516	7538
756	129664	7365
757	129881	7196
758	130098	7027
759	130293	6857
760	130511	6688
761	130748	6520
762	130879	6346
763	131071	6176
764	131270	6005
765	131428	5833
766	131566	5660
767	131685	5486
768	131832	5314
769	131967	5141
770	132138	4970
771	132206	4795
772	132343	4622
773	132504	4451
774	132631	4278
775	132781	4106
776	132888	3933
777	133057	3762
778	133207	3590
779	133368	3419
780	133505	3247
781	133735	3078
782	133936	2907
783	134127	2737
784	134320	2566
785	134531	2396
786	134732	2225
787	134933	2054
788	135143	1884
789	135379	1713
790	135586	1542
791	135781	1371
792	135932	1199
793	136171	1029
794	136315	857
795	136524	686
796	136740	514
797	136964	343
798	137133	171
799	137342	0
